statecode	adj_ccid	adj_vanid	datecanvassed	canvasser_id	contact_type	contact_result	presidential_id
FL	818651466	905071759	2016-09-01 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818651469	905125883	2016-09-01 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818651476	905326987	2016-09-01 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818651490	907139878	2016-09-01 00:00:00	1171393	Walk	Canvassed	1 Strong Clinton
FL	818651501	907701093	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651536	911695368	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651540	912111066	2016-09-01 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818651547	914568756	2016-09-01 00:00:00	1190540	Walk	Canvassed	1 Strong Clinton
FL	818651729	917000801	2016-09-01 00:00:00	1201853	Walk	Canvassed	3 Undecided
FL	818651560	918213736	2016-09-01 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818651562	918426075	2016-09-01 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818651742	923736430	2016-09-01 00:00:00	1202525	Walk	Canvassed	5 Strong Trump
FL	818651743	924009549	2016-09-01 00:00:00	1201867	Walk	Canvassed	3 Undecided
FL	818651614	925014185	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651636	926868297	2016-09-01 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818651642	926962739	2016-09-01 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818651652	927259960	2016-09-01 00:00:00	1190536	Walk	Canvassed	1 Strong Clinton
FL	818651656	927422581	2016-09-01 00:00:00	1194030	Walk	Canvassed	1 Strong Clinton
FL	818651659	927488346	2016-09-01 00:00:00	1190536	Walk	Canvassed	1 Strong Clinton
FL	818651662	927647794	2016-09-01 00:00:00	1204634	Walk	Canvassed	1 Strong Clinton
FL	818651665	927729224	2016-09-01 00:00:00	1196575	Walk	Canvassed	1 Strong Clinton
FL	818648710	928469461	2016-09-01 00:00:00	1201859	Walk	Canvassed	1 Strong Clinton
FL	818688231	907091086	2016-09-02 14:50:00	890176	Phone	Canvassed	1 Strong Clinton
FL	818723083	907267915	2016-09-02 16:44:00	1192033	Phone	Canvassed	1 Strong Clinton
FL	818723116	928123843	2016-09-02 16:50:00	1214586	Phone	Canvassed	3 Undecided
FL	818723155	900288329	2016-09-02 16:55:00	1214586	Phone	Canvassed	3 Undecided
FL	818734348	927145725	2016-09-02 00:00:00	1192267	Walk	Canvassed	1 Strong Clinton
FL	818734485	926684820	2016-09-02 00:00:00	128450358	Walk	Canvassed	1 Strong Clinton
FL	818734799	901290945	2016-09-02 00:00:00	1204982	Walk	Canvassed	3 Undecided
FL	818734611	904750205	2016-09-02 00:00:00	1204630	Walk	Canvassed	1 Strong Clinton
FL	818734616	904989077	2016-09-02 00:00:00	128459014	Walk	Canvassed	1 Strong Clinton
FL	818734619	905021590	2016-09-02 00:00:00	1191003	Walk	Canvassed	1 Strong Clinton
FL	818734810	905118618	2016-09-02 00:00:00	1175805	Walk	Canvassed	1 Strong Clinton
FL	818734656	911423944	2016-09-02 00:00:00	1190997	Walk	Canvassed	1 Strong Clinton
FL	818734660	912037890	2016-09-02 00:00:00	1203480	Walk	Canvassed	2 Lean Clinton
FL	818734664	912297459	2016-09-02 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818734679	918501822	2016-09-02 00:00:00	1204961	Walk	Canvassed	1 Strong Clinton
FL	818734687	920142234	2016-09-02 00:00:00	1191003	Walk	Canvassed	1 Strong Clinton
FL	818734694	920651634	2016-09-02 00:00:00	128470347	Walk	Canvassed	1 Strong Clinton
FL	818734841	920733702	2016-09-02 00:00:00	1175805	Walk	Canvassed	3 Undecided
FL	818734845	921257898	2016-09-02 00:00:00	128459014	Walk	Canvassed	3 Undecided
FL	818734851	922958544	2016-09-02 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818734718	923761402	2016-09-02 00:00:00	1204630	Walk	Canvassed	2 Lean Clinton
FL	818734722	923994169	2016-09-02 00:00:00	1204630	Walk	Canvassed	2 Lean Clinton
FL	818734735	925717653	2016-09-02 00:00:00	128459014	Walk	Canvassed	1 Strong Clinton
FL	818734865	926923049	2016-09-02 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818734122	927166815	2016-09-02 00:00:00	1171423	Walk	Canvassed	1 Strong Clinton
FL	818734766	927500726	2016-09-02 00:00:00	1204630	Walk	Canvassed	1 Strong Clinton
FL	818734767	927609666	2016-09-02 00:00:00	1190995	Walk	Canvassed	1 Strong Clinton
FL	818734773	927753115	2016-09-02 00:00:00	128468194	Walk	Canvassed	2 Lean Clinton
FL	818734789	928399238	2016-09-02 00:00:00	1188950	Walk	Canvassed	1 Strong Clinton
FL	818734529	900482038	2016-09-02 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818737525	900862706	2016-09-02 00:00:00	128468145	Walk	Canvassed	3 Undecided
FL	818737528	901294300	2016-09-02 00:00:00	128468145	Walk	Canvassed	4 Lean Trump
FL	818737546	907411140	2016-09-02 00:00:00	128429109	Walk	Canvassed	3 Undecided
FL	818737327	909871385	2016-09-02 00:00:00	128429109	Walk	Canvassed	1 Strong Clinton
FL	818737344	914574669	2016-09-02 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818737352	915648008	2016-09-02 00:00:00	128468280	Walk	Canvassed	2 Lean Clinton
FL	818737555	916759262	2016-09-02 00:00:00	128429109	Walk	Canvassed	3 Undecided
FL	818737371	920346568	2016-09-02 00:00:00	1201856	Walk	Canvassed	1 Strong Clinton
FL	818737377	920796947	2016-09-02 00:00:00	1201856	Walk	Canvassed	1 Strong Clinton
FL	818737402	923624589	2016-09-02 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818737406	924136444	2016-09-02 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818737439	926766599	2016-09-02 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818737579	926889094	2016-09-02 00:00:00	128468145	Walk	Canvassed	1 Strong Clinton
FL	818737589	928002649	2016-09-02 00:00:00	1171365	Walk	Canvassed	5 Strong Trump
FL	818737487	928333987	2016-09-02 00:00:00	128468340	Walk	Canvassed	2 Lean Clinton
FL	818739977	905748855	2016-09-02 00:00:00	1171374	Walk	Canvassed	1 Strong Clinton
FL	818740148	905653979	2016-09-03 00:00:00	128450358	Walk	Canvassed	1 Strong Clinton
FL	818743054	920646260	2016-09-02 00:00:00	128440294	Walk	Canvassed	1 Strong Clinton
FL	818758084	927706373	2016-09-03 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818758092	905473085	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818758145	928257567	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818758187	905463273	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818758214	903397970	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818758325	920843450	2016-09-03 00:00:00	1214046	Walk	Canvassed	1 Strong Clinton
FL	818758366	900649876	2016-09-03 00:00:00	128485418	Walk	Canvassed	1 Strong Clinton
FL	818758375	900911731	2016-09-03 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818758410	904563745	2016-09-03 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818758412	904696162	2016-09-03 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818758438	905310143	2016-09-03 00:00:00	1214184	Walk	Canvassed	1 Strong Clinton
FL	818758442	905358966	2016-09-03 00:00:00	128438876	Walk	Canvassed	1 Strong Clinton
FL	818758448	905416110	2016-09-03 00:00:00	128438876	Walk	Canvassed	1 Strong Clinton
FL	818758460	905636617	2016-09-03 00:00:00	128450358	Walk	Canvassed	2 Lean Clinton
FL	818758464	905677650	2016-09-03 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818758472	907040465	2016-09-03 00:00:00	128429129	Walk	Canvassed	1 Strong Clinton
FL	818758478	907270999	2016-09-03 00:00:00	128429129	Walk	Canvassed	1 Strong Clinton
FL	818758499	908782344	2016-09-03 00:00:00	128447339	Walk	Canvassed	2 Lean Clinton
FL	818758515	909118005	2016-09-03 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818758540	912128651	2016-09-03 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818758551	913510382	2016-09-03 00:00:00	1188954	Walk	Canvassed	3 Undecided
FL	818758570	918173239	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818758578	918362238	2016-09-03 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818758840	923098580	2016-09-03 00:00:00	128438876	Walk	Canvassed	3 Undecided
FL	818758669	926098406	2016-09-03 00:00:00	1201865	Walk	Canvassed	1 Strong Clinton
FL	818758673	926406630	2016-09-03 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818758689	926911029	2016-09-03 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818758713	927609037	2016-09-03 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818758727	927746055	2016-09-03 00:00:00	128447503	Walk	Canvassed	1 Strong Clinton
FL	818758858	927912966	2016-09-03 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818758749	928215979	2016-09-03 00:00:00	1206202	Walk	Canvassed	1 Strong Clinton
FL	818758756	928256580	2016-09-03 00:00:00	128485418	Walk	Canvassed	1 Strong Clinton
FL	818758759	928380030	2016-09-03 00:00:00	1194021	Walk	Canvassed	1 Strong Clinton
FL	818762788	900482377	2016-09-03 00:00:00	1214046	Walk	Canvassed	4 Lean Trump
FL	818762434	901187525	2016-09-03 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818762442	901428246	2016-09-03 00:00:00	128468194	Walk	Canvassed	2 Lean Clinton
FL	818762468	904542757	2016-09-03 00:00:00	1202523	Walk	Canvassed	1 Strong Clinton
FL	818756959	904938476	2016-09-03 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818762491	905125283	2016-09-03 00:00:00	1202523	Walk	Canvassed	1 Strong Clinton
FL	818762812	907100279	2016-09-03 00:00:00	1206298	Walk	Canvassed	7 Strong Johnson
FL	818762516	907137058	2016-09-03 00:00:00	1206298	Walk	Canvassed	3 Undecided
FL	818762520	907195014	2016-09-03 00:00:00	1206298	Walk	Canvassed	1 Strong Clinton
FL	818762815	907278978	2016-09-03 00:00:00	128470347	Walk	Canvassed	3 Undecided
FL	818762522	907327781	2016-09-03 00:00:00	1203480	Walk	Canvassed	2 Lean Clinton
FL	818762547	911598578	2016-09-03 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818762566	913154472	2016-09-03 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818762569	913742842	2016-09-03 00:00:00	1190995	Walk	Canvassed	1 Strong Clinton
FL	818762573	914292733	2016-09-03 00:00:00	1203479	Walk	Canvassed	2 Lean Clinton
FL	818762586	917163155	2016-09-03 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818762590	918178983	2016-09-03 00:00:00	128468194	Walk	Canvassed	3 Undecided
FL	818762603	918741336	2016-09-03 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818762844	918756369	2016-09-03 00:00:00	128470347	Walk	Canvassed	3 Undecided
FL	818762609	918823941	2016-09-03 00:00:00	1179950	Walk	Canvassed	1 Strong Clinton
FL	818762660	923401723	2016-09-03 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818762662	923565838	2016-09-03 00:00:00	1190995	Walk	Canvassed	1 Strong Clinton
FL	818762687	926413335	2016-09-03 00:00:00	1206298	Walk	Canvassed	1 Strong Clinton
FL	818762856	926680838	2016-09-03 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818762698	926759903	2016-09-03 00:00:00	128468194	Walk	Canvassed	1 Strong Clinton
FL	818762738	927640341	2016-09-03 00:00:00	1191003	Walk	Canvassed	1 Strong Clinton
FL	818762750	927885882	2016-09-03 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818766521	905206320	2016-09-03 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818766543	903177029	2016-09-03 00:00:00	1192247	Walk	Canvassed	1 Strong Clinton
FL	818793929	918218983	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818793977	927274858	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794082	926595354	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794159	905717237	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794277	901128890	2016-09-06 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818794750	901249413	2016-09-06 00:00:00	1188950	Walk	Canvassed	5 Strong Trump
FL	818794300	903153515	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794332	904177245	2016-09-06 00:00:00	1202526	Walk	Canvassed	1 Strong Clinton
FL	818794336	904250084	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818794346	904491292	2016-09-06 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818794357	904640043	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818794394	907108164	2016-09-06 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818794398	907179457	2016-09-06 00:00:00	1203479	Walk	Canvassed	1 Strong Clinton
FL	818794125	907235820	2016-09-06 00:00:00	128492004	Walk	Canvassed	1 Strong Clinton
FL	818794415	907781903	2016-09-06 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818794777	908288495	2016-09-06 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818793731	909131526	2016-09-06 00:00:00	1190538	Walk	Canvassed	1 Strong Clinton
FL	818794456	916550519	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794459	917367700	2016-09-06 00:00:00	1190538	Walk	Canvassed	1 Strong Clinton
FL	818794464	918232658	2016-09-06 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818794788	918289916	2016-09-06 00:00:00	1188950	Walk	Canvassed	5 Strong Trump
FL	818794495	920249566	2016-09-06 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818794795	920391384	2016-09-06 00:00:00	1190542	Walk	Canvassed	3 Undecided
FL	818794799	920669134	2016-09-06 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818794523	921083867	2016-09-06 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818794530	921294124	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794546	922796368	2016-09-06 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818794559	923140641	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818794578	923830880	2016-09-06 00:00:00	1214046	Walk	Canvassed	2 Lean Clinton
FL	818794598	924630876	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818794599	925528817	2016-09-06 00:00:00	128492068	Walk	Canvassed	1 Strong Clinton
FL	818794609	926134036	2016-09-06 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818794620	926490417	2016-09-06 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818794638	926826038	2016-09-06 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818794656	927177004	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794846	927436262	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818794679	927612540	2016-09-06 00:00:00	1191003	Walk	Canvassed	2 Lean Clinton
FL	818794684	927667287	2016-09-06 00:00:00	128485418	Walk	Canvassed	1 Strong Clinton
FL	818794851	927704753	2016-09-06 00:00:00		Walk	Canvassed	5 Strong Trump
FL	818794690	927877810	2016-09-06 00:00:00	128450796	Walk	Canvassed	1 Strong Clinton
FL	818794862	928464309	2016-09-06 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818799280	913025333	2016-09-06 00:00:00	1214184	Walk	Canvassed	1 Strong Clinton
FL	818799301	905492251	2016-09-06 00:00:00	1214184	Walk	Canvassed	1 Strong Clinton
FL	818799349	905585093	2016-09-06 00:00:00	1214184	Walk	Canvassed	1 Strong Clinton
FL	818799855	901192346	2016-09-06 00:00:00	128464525	Walk	Canvassed	1 Strong Clinton
FL	818799381	902568368	2016-09-06 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818799383	903051634	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799401	903233601	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799413	903354302	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799905	905462101	2016-09-06 00:00:00	128450358	Walk	Canvassed	3 Undecided
FL	818799469	905492147	2016-09-06 00:00:00	128438876	Walk	Canvassed	1 Strong Clinton
FL	818799473	905599032	2016-09-06 00:00:00	1191002	Walk	Canvassed	1 Strong Clinton
FL	818799486	906325050	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799909	907307766	2016-09-06 00:00:00		Walk	Canvassed	4 Lean Trump
FL	818799504	907740241	2016-09-06 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818799516	908238645	2016-09-06 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818799538	909223908	2016-09-06 00:00:00	128447351	Walk	Canvassed	1 Strong Clinton
FL	818799916	911608181	2016-09-06 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818799859	911699649	2016-09-06 00:00:00	128464525	Walk	Canvassed	1 Strong Clinton
FL	818799568	912885944	2016-09-06 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818799579	915399619	2016-09-06 00:00:00	1190540	Walk	Canvassed	1 Strong Clinton
FL	818799630	920079378	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799642	920506404	2016-09-06 00:00:00	1171374	Walk	Canvassed	1 Strong Clinton
FL	818799651	920739358	2016-09-06 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818799653	920772803	2016-09-06 00:00:00	128438876	Walk	Canvassed	1 Strong Clinton
FL	818799663	921213386	2016-09-06 00:00:00	1201856	Walk	Canvassed	1 Strong Clinton
FL	818799674	922064965	2016-09-06 00:00:00	1194021	Walk	Canvassed	1 Strong Clinton
FL	818799697	923519371	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799955	923569542	2016-09-06 00:00:00	1202525	Walk	Canvassed	3 Undecided
FL	818799705	924081798	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799721	926078018	2016-09-06 00:00:00	128468145	Walk	Canvassed	1 Strong Clinton
FL	818799729	926345941	2016-09-06 00:00:00		Walk	Canvassed	3 Undecided
FL	818799752	926775168	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799759	926870887	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799804	927688433	2016-09-06 00:00:00	1190540	Walk	Canvassed	1 Strong Clinton
FL	818799808	927726394	2016-09-06 00:00:00	1195075	Walk	Canvassed	2 Lean Clinton
FL	818799820	927942519	2016-09-06 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818799835	928204957	2016-09-06 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818799843	928379909	2016-09-06 00:00:00	128447366	Walk	Canvassed	1 Strong Clinton
FL	818800003	928401384	2016-09-06 00:00:00	128429814	Walk	Canvassed	3 Undecided
FL	818799849	928419321	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818804405	905376944	2016-09-06 00:00:00	1214184	Walk	Canvassed	1 Strong Clinton
FL	818823332	901068972	2016-09-07 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818823054	901184613	2016-09-07 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818823156	904467872	2016-09-07 00:00:00	1194030	Walk	Canvassed	3 Undecided
FL	818823351	904698807	2016-09-07 00:00:00	1194030	Walk	Canvassed	1 Strong Clinton
FL	818823354	904858987	2016-09-07 00:00:00	1175829	Walk	Canvassed	1 Strong Clinton
FL	818823366	905264289	2016-09-07 00:00:00	1191002	Walk	Canvassed	1 Strong Clinton
FL	818823388	905641896	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823392	905676710	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823406	907304312	2016-09-07 00:00:00	1201865	Walk	Canvassed	1 Strong Clinton
FL	818823413	907647754	2016-09-07 00:00:00	1202435	Walk	Canvassed	3 Undecided
FL	818823736	907845921	2016-09-07 00:00:00	1190540	Walk	Canvassed	3 Undecided
FL	818823175	908996978	2016-09-07 00:00:00	1194021	Walk	Canvassed	1 Strong Clinton
FL	818823455	911186493	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823463	911647229	2016-09-07 00:00:00	1192247	Walk	Canvassed	1 Strong Clinton
FL	818823470	912242777	2016-09-07 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818823746	918174897	2016-09-07 00:00:00	1202525	Walk	Canvassed	3 Undecided
FL	818823500	918463760	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823506	918827081	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823515	919747543	2016-09-07 00:00:00	1201861	Walk	Canvassed	1 Strong Clinton
FL	818822926	919995587	2016-09-07 00:00:00	128493182	Walk	Canvassed	1 Strong Clinton
FL	818823318	920482135	2016-09-07 00:00:00	1192247	Walk	Canvassed	2 Lean Clinton
FL	818823306	921178064	2016-09-07 00:00:00	1192247	Walk	Canvassed	2 Lean Clinton
FL	818823547	922766440	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823559	923390221	2016-09-07 00:00:00	890176	Walk	Canvassed	1 Strong Clinton
FL	818823706	923528209	2016-09-07 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818823569	924049507	2016-09-07 00:00:00	1202435	Walk	Canvassed	3 Undecided
FL	818823574	924261859	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823762	924689280	2016-09-07 00:00:00	1190540	Walk	Canvassed	3 Undecided
FL	818823587	926361058	2016-09-07 00:00:00	1201861	Walk	Canvassed	1 Strong Clinton
FL	818823596	926433296	2016-09-07 00:00:00	1204634	Walk	Canvassed	3 Undecided
FL	818823608	926751991	2016-09-07 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818823631	927082018	2016-09-07 00:00:00	1201867	Walk	Canvassed	1 Strong Clinton
FL	818823646	927466408	2016-09-07 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818823650	927485386	2016-09-07 00:00:00	1206202	Walk	Canvassed	1 Strong Clinton
FL	818827848	922927706	2016-09-07 00:00:00	128470686	Walk	Canvassed	1 Strong Clinton
FL	818827886	905627322	2016-09-07 00:00:00	128470686	Walk	Canvassed	1 Strong Clinton
FL	818827903	900753511	2016-09-07 00:00:00	1193811	Walk	Canvassed	1 Strong Clinton
FL	818827912	901232589	2016-09-07 00:00:00	1188950	Walk	Canvassed	1 Strong Clinton
FL	818827951	905040850	2016-09-07 00:00:00	1204630	Walk	Canvassed	2 Lean Clinton
FL	818827954	905080411	2016-09-07 00:00:00	1179950	Walk	Canvassed	1 Strong Clinton
FL	818827962	905343982	2016-09-07 00:00:00	1214050	Walk	Canvassed	1 Strong Clinton
FL	818827977	905659235	2016-09-07 00:00:00	1192246	Walk	Canvassed	1 Strong Clinton
FL	818827980	906362284	2016-09-07 00:00:00	1204975	Walk	Canvassed	1 Strong Clinton
